path_idx,request_id,start_time,travel_time,num_nodes,num_edges,time_per_edge
463,479,0,588.9799025484957,103,102,5.77
464,480,0,748.1382370458036,111,110,6.80
465,481,0,23.982168078422546,9,8,3.00
466,482,0,383.4511871933937,57,56,6.85
467,483,0,592.0191840682822,91,90,6.58
468,484,0,555.8700098335383,86,85,6.54
469,485,0,1864.5375526349364,106,105,17.76
470,486,0,883.4581098238211,131,130,6.80
471,487,0,694.5177302809045,101,100,6.95
472,488,0,407.5807160139084,76,75,5.43
473,489,0,571.1452178289728,110,109,5.24
474,490,0,412.4142120614135,101,100,4.12
475,491,0,699.3287452995418,116,115,6.08
476,492,0,549.3616223263786,98,97,5.66
477,494,0,792.5587031714261,156,155,5.11
478,495,0,382.6466609090195,57,56,6.83
479,496,0,371.8203981036114,76,75,4.96
480,497,0,547.4402753710747,89,88,6.22
481,498,0,682.937561850345,166,165,4.14
482,499,0,314.50932416319847,72,71,4.43
483,500,0,545.1184884585646,83,82,6.65
484,501,0,819.5978774952017,168,167,4.91
485,503,0,397.4336476348397,97,96,4.14
486,504,0,637.305911350408,91,90,7.08
487,505,0,540.1347062286171,127,126,4.29
488,506,0,468.8168047714345,53,52,9.02
489,507,0,254.10888117121834,50,49,5.19
490,508,0,662.5194319151387,105,104,6.37
491,510,0,124.7445150911808,30,29,4.30
492,511,0,496.7540750110783,99,98,5.07
493,512,0,551.154614897815,109,108,5.10
494,514,0,834.3165593463103,130,129,6.47
495,515,0,554.1442133811961,65,64,8.66
496,516,0,668.628441628925,135,134,4.99
497,517,0,392.7256578845373,84,83,4.73
498,518,0,707.1337073766662,118,117,6.04
499,519,0,357.73731393007574,85,84,4.26
500,520,0,318.5216874270424,62,61,5.22
501,522,0,204.7113629692959,40,39,5.25
502,523,0,682.0277801435998,132,131,5.21
503,524,0,172.23259479193493,47,46,3.74
504,525,0,21.46787017583847,8,7,3.07
505,526,0,146.8807596564293,36,35,4.20
506,527,0,522.3782982826233,63,62,8.43
507,528,0,145.451080173254,40,39,3.73
508,529,0,209.1821148693911,36,35,5.98
509,530,0,966.5230153623767,189,188,5.14
510,531,0,228.41671112179756,42,41,5.57
511,532,0,559.8128826954397,101,100,5.60
512,533,0,416.76413693013745,91,90,4.63
513,534,0,420.7170535357434,60,59,7.13
514,535,0,539.3071154703264,75,74,7.29
515,536,0,487.2387346646107,72,71,6.86
516,537,0,499.81386841415673,106,105,4.76
517,538,0,681.3147561842887,110,109,6.25
518,539,0,861.4609838661568,121,120,7.18
519,540,0,897.023564646372,164,163,5.50
